"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"PEX3",6.18024969090756e-17,0.513882490819463,0.064,0.045,3.3973450575888e-12
"PHF2",6.22487219338967e-17,0.712989521325961,0.039,0.025,3.42187449342824e-12
"PACS1",6.23612765854764e-17,0.417725504121948,0.1,0.076,3.42806173518022e-12
"SBDSP1",6.34966683351477e-17,-1.94768543528082,0.005,0.016,3.49047535505141e-12
"FAM126A",6.38750634149956e-17,0.456975096380841,0.07,0.05,3.51127611098572e-12
"EHD4",6.44352664252655e-17,0.348246957900157,0.123,0.096,3.54207103066327e-12
"RFX3",6.469318943079e-17,0.657360444173718,0.049,0.033,3.55624931619995e-12
"ITPKB",6.51401659960729e-17,-0.581792794028902,0.055,0.08,3.58082006497012e-12
"MED13L",6.5683110217674e-17,0.550341677601963,0.065,0.045,3.61066625177576e-12
"MED27",6.87203474694967e-17,0.370101073688977,0.098,0.074,3.7776262207457e-12
"AP5M1",7.0031897421955e-17,0.40727586324719,0.083,0.061,3.84972343318229e-12
"ELOVL4",7.08217097879431e-17,-1.5670780716984,0.008,0.021,3.89314020875302e-12
"CLCF1",7.23649132681555e-17,-1.65684819156469,0.007,0.02,3.97797164726377e-12
"TMEM185A",7.38336473591605e-17,0.566389664636468,0.055,0.037,4.05870942898041e-12
"FAAP24",7.44255998312301e-17,1.02132060725216,0.01,0.004,4.09124964832255e-12
"ACAP1",7.4686405961415e-17,0.242145867823509,0.425,0.39,4.10558642210495e-12
"ZSCAN21",7.70894999729007e-17,0.911773402900272,0.019,0.01,4.23768690301033e-12
"PRICKLE3",7.7639431975186e-17,0.88171691245,0.018,0.009,4.26791721510795e-12
"ORC2",7.77086216765431e-17,0.491936059105624,0.068,0.048,4.27172064218125e-12
"MSH3",8.01826640951461e-17,0.427712177982296,0.066,0.047,4.40772122797428e-12
"DARS2",8.05168801052924e-17,0.868863657529578,0.019,0.01,4.42609341626803e-12
"DIS3L2",8.18518460995535e-17,0.499897134224193,0.061,0.042,4.49947783193855e-12
"AGO3",8.28544661417523e-17,0.400792261924351,0.116,0.09,4.55459285827827e-12
"LINC-PINT",8.41411364337676e-17,-0.735824216843542,0.073,0.099,4.62532241090064e-12
"SSR2",8.41983067104889e-17,-0.196057891182348,0.546,0.577,4.62846511818229e-12
"MFSD13A",8.58549662783508e-17,1.15197289560304,0.014,0.006,4.71953335128722e-12
"DPY19L3",8.60021867591602e-17,1.04489180069151,0.016,0.008,4.72762620833779e-12
"PGAM1",8.60290654329943e-17,0.164121028359465,0.518,0.479,4.72910375591713e-12
"PDZD8",8.73547620634399e-17,-0.487512000118647,0.084,0.113,4.80197862538936e-12
"USP14",8.83802368923375e-17,0.286266083261958,0.182,0.148,4.85835000220868e-12
"LARP1",8.88904715166317e-17,0.430945899062956,0.106,0.081,4.88639810974076e-12
"EPS15L1",9.12064350424521e-17,0.461868442513769,0.089,0.066,5.01370894071863e-12
"SLC25A42",9.44411000264632e-17,0.814167608802868,0.023,0.013,5.19152170955471e-12
"FAM120AOS",9.79830039731357e-17,0.285587684148811,0.135,0.106,5.38622371140724e-12
"TBX21",9.88199709050328e-17,0.226415781265282,0.164,0.132,5.43223262062056e-12
"PSEN1",9.97361642157688e-17,0.488410960359125,0.084,0.062,5.48259668310503e-12
"ZFX",9.99099358012952e-17,0.374245476231189,0.105,0.08,5.492149080933e-12
"POFUT1",1.00306043294756e-16,0.622200855615652,0.036,0.022,5.51392350595602e-12
"LIPT1",1.01209186003615e-16,0.702182905396738,0.026,0.015,5.56357016380472e-12
"TTL",1.01220414055293e-16,1.02356377733359,0.021,0.011,5.56418738103351e-12
"LRR1",1.01496287275974e-16,0.446675302695703,0.052,0.035,5.57935240784759e-12
"MSANTD3",1.06770122071236e-16,0.947524235221302,0.022,0.012,5.86926038037793e-12
"EMC4",1.08970612533562e-16,0.212600953933558,0.281,0.242,5.99022354158246e-12
"SLAMF8",1.09597949935204e-16,1.04081594378321,0.011,0.005,6.02470890588811e-12
"NUP153",1.1056644260408e-16,0.396623750106929,0.117,0.091,6.0779479163889e-12
"VSIG10",1.15780405046947e-16,1.41501301339555,0.01,0.004,6.36456464583571e-12
"PGM2",1.17667794175979e-16,0.433564908730138,0.063,0.044,6.46831631364775e-12
"LRRC45",1.1926291524823e-16,0.640694117885459,0.036,0.022,6.55600171411044e-12
"STK3",1.19768092222838e-16,0.74261859543218,0.022,0.012,6.58377179758161e-12
"UNC119",1.21792665323969e-16,0.293087995555365,0.103,0.078,6.69506460552389e-12
"SPHK2",1.27649776116861e-16,0.602959687805306,0.046,0.03,7.01703584291999e-12
"HLCS",1.30414396952003e-16,0.762198660564765,0.029,0.017,7.16900981484856e-12
"BUB3",1.32758306528909e-16,0.111696700211762,0.428,0.379,7.29785686820065e-12
"HLA-DRB4",1.32854890816367e-16,-1.05110709104456,0.016,0.031,7.30316620306654e-12
"HNRNPUL2",1.34839370129263e-16,0.623468781155418,0.043,0.028,7.41225501537569e-12
"ZSCAN16",1.35797227823446e-16,0.715663720703943,0.035,0.022,7.46490941068265e-12
"MPC1",1.36592495000624e-16,0.220088072961198,0.178,0.145,7.50862604267928e-12
"AC005332.7",1.37375508713031e-16,1.28000243793927,0.015,0.007,7.55166908946402e-12
"CENPH",1.37714976599285e-16,0.558485112018749,0.034,0.021,7.57032997863929e-12
"CLSTN1",1.42045810400397e-16,0.427531541665486,0.126,0.1,7.80840024352024e-12
"CWF19L1",1.45074305327898e-16,0.467903645489332,0.057,0.039,7.97487963817986e-12
"TOMM40L",1.46429089850404e-16,0.794947361466768,0.021,0.012,8.04935349816658e-12
"DGCR2",1.46597072925052e-16,0.505947651210561,0.073,0.053,8.05858769576301e-12
"ZNF8",1.46774839307775e-16,0.879460259977053,0.019,0.01,8.06835969158772e-12
"FBXO33",1.49679408515739e-16,-0.596723413516721,0.05,0.073,8.22802676551867e-12
"ZNF654",1.50671279801941e-16,0.451056397818853,0.073,0.053,8.2825509219925e-12
"C17orf58",1.529356373101e-16,0.962483246887571,0.015,0.007,8.40702491857351e-12
"CHPT1",1.57123058745697e-16,-0.839569496595117,0.036,0.057,8.63721166230973e-12
"ZNF703",1.58952456599111e-16,-2.97644689632994,0.001,0.011,8.73777549170973e-12
"FBXO31",1.64128140910704e-16,0.497960466722171,0.068,0.049,9.02228803400229e-12
"LOC100506248",1.66641036293461e-16,-1.91241660132761,0.007,0.02,9.16042440608786e-12
"MRPS2",1.69011190654249e-16,0.344899179795716,0.11,0.084,9.29071416145475e-12
"PRKCQ-AS1",1.72786697719843e-16,-1.79549982482914,0.007,0.02,9.49825756035751e-12
"FOXP1",1.73924592120164e-16,-0.285573530505417,0.249,0.286,9.56080875343751e-12
"CRAMP1",1.75278821862123e-16,1.21979787869527,0.016,0.008,9.63525211658276e-12
"AP5S1",1.77000773206899e-16,0.59256736542843,0.036,0.022,9.72990950395642e-12
"CRTC2",1.80160466542328e-16,-0.498076841445704,0.079,0.106,9.90360100629832e-12
"KLHL2",1.82582022493796e-16,0.807711282615794,0.036,0.022,1.00367163585064e-11
"USP42",1.82927730862672e-16,0.426356741820292,0.103,0.079,1.00557202932519e-11
"NFKBIZ",1.87556954635609e-16,-0.284781992889853,0.206,0.244,1.0310193353274e-11
"ALMS1",1.90669679612336e-16,0.607536354335221,0.043,0.028,1.04813029579697e-11
"SCFD2",1.91553292967393e-16,0.680142912296937,0.033,0.02,1.05298760677105e-11
"CDK10",1.91809233365344e-16,0.30233024639497,0.086,0.064,1.05439453673263e-11
"ZPR1",1.92103531016446e-16,-0.436467161299641,0.132,0.163,1.0560123203505e-11
"GGCX",1.94178491418294e-16,-0.716677773548235,0.037,0.058,1.0674185851755e-11
"APBA3",2.00162655188832e-16,0.347471658306026,0.09,0.067,1.10031413183853e-11
"ZNF200",2.05717581722587e-16,0.675323336946165,0.041,0.027,1.13085011848723e-11
"ADO",2.13598828339034e-16,0.835769678239108,0.025,0.014,1.1741741192625e-11
"SKP2",2.19988077958154e-16,0.632096403383621,0.037,0.024,1.20929646334377e-11
"DLAT",2.27052189389767e-16,0.54446509146041,0.047,0.032,1.24812859029449e-11
"PTPMT1",2.31243257300095e-16,0.265627382058082,0.116,0.09,1.27116730970435e-11
"FBF1",2.32716663184911e-16,0.699038081043379,0.03,0.018,1.27926676919378e-11
"FBXW4",2.32878165275831e-16,0.577984794351315,0.036,0.023,1.28015456233777e-11
"WNK1",2.35804159908951e-16,0.217751300113908,0.345,0.304,1.2962390474355e-11
"MYCBP",2.36897069764433e-16,0.363794930939563,0.069,0.049,1.30224688220206e-11
"ATP13A2",2.37096834789918e-16,0.54414850111412,0.042,0.027,1.30334501052366e-11
"UBE2Z",2.44411340759552e-16,0.397314792310266,0.09,0.067,1.34355358128934e-11
"DMAC2",2.51379960288074e-16,0.602894062967239,0.047,0.032,1.38186077969957e-11
"FAM76B",2.54884750790744e-16,0.418522091523191,0.075,0.054,1.4011269635718e-11
"WBP11",2.57635050103316e-16,-0.29354363824109,0.215,0.252,1.41624563392294e-11
"ARRDC3-AS1",2.66399999617367e-16,0.894350789470653,0.016,0.008,1.46442743789663e-11
"SLC27A4",2.75844863431925e-16,0.860592869077703,0.022,0.012,1.51634679877164e-11
"SPSB3",2.80662590400133e-16,0.154830902269518,0.297,0.258,1.54283032568857e-11
"DNAJC17",2.8436448840927e-16,0.318804388124643,0.059,0.041,1.5631800292346e-11
"ZNF681",2.99125097636055e-16,0.956582927174209,0.018,0.009,1.64432057421516e-11
"NPAT",2.99942750514463e-16,0.350641749805813,0.118,0.092,1.64881529385306e-11
"EXOC6",3.08928305368752e-16,0.451115031635995,0.066,0.047,1.69820978744257e-11
"ATP5EP2",3.16110260812073e-16,-1.7548344867289,0.008,0.02,1.73768971471004e-11
"HIBADH",3.22438992578161e-16,0.391756693582124,0.061,0.043,1.77247938610141e-11
"SERINC5",3.24183192929849e-16,-0.671546349369958,0.067,0.092,1.78206742985467e-11
"AHCTF1",3.24229039264539e-16,0.391441905223223,0.116,0.09,1.7823194517411e-11
"ZGRF1",3.31384044367321e-16,0.887794902852963,0.016,0.008,1.8216512302916e-11
"NSMCE1",3.31806615975348e-16,0.241718594670213,0.151,0.12,1.82397414867808e-11
"ADAL",3.41160743567563e-16,0.725145948917425,0.021,0.011,1.87539472346525e-11
"SLC38A7",3.41527811832432e-16,1.15117370843801,0.013,0.006,1.87741253442406e-11
"RDH11",3.42634297534877e-16,0.352176348129193,0.114,0.088,1.88349499697897e-11
"CD244",3.45259519824289e-16,0.474303844970341,0.058,0.04,1.8979261064261e-11
"GTF2E1",3.45772783060767e-16,0.670859082334373,0.026,0.015,1.90074756576334e-11
"CASK",3.50747248585712e-16,0.543657026204994,0.046,0.03,1.92809270020052e-11
"ANKAR",3.59187885185913e-16,0.685716415716556,0.039,0.025,1.97449172365548e-11
"DALRD3",3.60970451397022e-16,0.314295585676389,0.099,0.075,1.98429066837457e-11
"EMP1",3.61312063029801e-16,-1.9215069828874,0.005,0.015,1.98616854168112e-11
"DPH3",3.61886152658368e-16,0.295906942301796,0.151,0.121,1.98932436977832e-11
"TMEM9",3.68736131034e-16,0.383396489264209,0.065,0.046,2.026979385907e-11
"SCAMP1",3.72752881845164e-16,0.444789136874854,0.087,0.065,2.04905986679105e-11
"MPPE1",3.80805336562083e-16,0.29801761271167,0.116,0.089,2.09332501561543e-11
"SH2B1",3.85022434891049e-16,0.404671688504136,0.076,0.056,2.11650682683959e-11
"MSC",3.85941408008123e-16,0.423418903375256,0.076,0.055,2.12155851396145e-11
"FN3KRP",3.8641066297108e-16,0.411161017839795,0.072,0.052,2.12413805541832e-11
"CCDC184",3.87115136449902e-16,-1.52548168590605,0.006,0.018,2.12801061657876e-11
"ECT2",3.94808621951087e-16,1.04749961734118,0.014,0.006,2.17030247572732e-11
"EHBP1",4.03636968633598e-16,0.518469095899849,0.04,0.026,2.21883278027575e-11
"MAP2K2",4.06069265185787e-16,0.370929410327276,0.11,0.085,2.23220335765279e-11
"USF3",4.07776306531567e-16,0.622574730134836,0.07,0.051,2.24158713463468e-11
"LINC00239",4.09309781764865e-16,-1.18062331519026,0.012,0.027,2.25001680133964e-11
"NRIP1",4.25678331516961e-16,0.687098881871197,0.039,0.025,2.33999635618189e-11
"SEC31B",4.28493707317245e-16,1.246356793548,0.015,0.007,2.35547275849363e-11
"PLPP5",4.2863256298862e-16,0.404601829618774,0.093,0.07,2.35623606200474e-11
"SLC25A15",4.32210814196082e-16,0.86310636685449,0.021,0.011,2.37590606671728e-11
"TCF19",4.33674756647555e-16,0.634828118602703,0.026,0.015,2.38395350476728e-11
"GFM1",4.51924319844299e-16,0.370482298878313,0.089,0.067,2.48427317861609e-11
"SNRNP25",4.60991847868994e-16,0.340733307750312,0.075,0.054,2.53411828692065e-11
"KIF5B",4.68420888822264e-16,0.196669071664502,0.342,0.3,2.57495646794487e-11
"FIGNL1",4.76665367056026e-16,0.640448746917962,0.029,0.017,2.62027718924368e-11
"TMF1",4.7670075054057e-16,-0.288801371689149,0.228,0.265,2.62047169579657e-11
"AC027097.1",4.81098184418716e-16,0.878557445660067,0.024,0.013,2.64464482956812e-11
"CD83",4.84180659531871e-16,-0.550607058317904,0.058,0.082,2.66158950351265e-11
"ITFG2-AS1",4.89035822983411e-16,1.02786450917128,0.017,0.008,2.68827882252211e-11
"OGFOD3",5.10772566010644e-16,0.39846426823821,0.062,0.044,2.80776787261711e-11
"ANKRD36",5.18231092854166e-16,0.39810106657896,0.119,0.094,2.84876814052863e-11
"MIS18A",5.19292099394551e-16,0.717799253297392,0.033,0.02,2.85460059958178e-11
"INTS9",5.53199177446531e-16,0.59665694183875,0.045,0.03,3.04099119834133e-11
"CLCC1",5.73763424332242e-16,0.81171995399043,0.024,0.014,3.15403491989677e-11
"CCAR2",5.95971991473221e-16,0.375551523467368,0.099,0.075,3.27611763432744e-11
"ZNF25",5.97953135604165e-16,0.719625066191227,0.025,0.015,3.28700818172966e-11
"ZFP30",6.07165667740746e-16,0.732622503425368,0.025,0.014,3.33765039213765e-11
"ZNF780A",6.11053368113099e-16,0.456161148734473,0.045,0.029,3.35902146985452e-11
"FUCA2",6.15070165540477e-16,0.632579974233285,0.038,0.025,3.38110220699256e-11
"UBR1",6.34694767605656e-16,0.362113140879014,0.113,0.087,3.48898060700505e-11
"MTRNR2L2",6.73101311317749e-16,-2.32277808053443,0.006,0.018,3.7001052184448e-11
"POLR1A",6.75372001592747e-16,0.569408492506211,0.046,0.03,3.71258742995549e-11
"FXYD2",6.76998587076177e-16,-0.730091915388181,0.022,0.04,3.72152893301645e-11
"TMBIM1",6.82964399772591e-16,-0.43328301654045,0.154,0.186,3.75432360198991e-11
"SEC62",6.92540897267483e-16,-0.239911594007889,0.373,0.407,3.80696656636908e-11
"HSPB1",7.13466106755537e-16,-1.25533135852967,0.351,0.363,3.92199453544586e-11
"IL15",7.44238589240873e-16,0.749724508272988,0.029,0.017,4.091153948916e-11
"AP002387.2",7.52085428762221e-16,-0.567616645175168,0.042,0.063,4.1342888104488e-11
"PRPSAP1",7.59536166118698e-16,0.330461173557715,0.111,0.086,4.1752462587711e-11
"PPP1R13L",7.69308778403655e-16,1.24849884973704,0.011,0.005,4.22896728576273e-11
"WDR13",7.71986187175997e-16,0.356746030664478,0.071,0.051,4.24368526952517e-11
"TECPR1",7.83542185475715e-16,0.540002131419385,0.051,0.034,4.30720974777855e-11
"YIPF2",7.90800758333616e-16,0.470832403604441,0.071,0.051,4.34711084863572e-11
"ENO2",8.04527195856787e-16,0.208913978699172,0.105,0.08,4.42256644834434e-11
"BCL9",8.12825210104093e-16,1.0608007938577,0.01,0.004,4.46818146246321e-11
"PTPN1",8.2574007959885e-16,0.207362972634823,0.265,0.228,4.53917579156284e-11
"RBBP7",8.31479273459814e-16,0.235920178615439,0.217,0.182,4.57072471413594e-11
"ZNF525",8.32645715764594e-16,0.528328969674874,0.02,0.011,4.57713676412955e-11
"SRPR",8.49691149635656e-16,-1.68721336767165,0.007,0.019,4.67083721866216e-11
"TPD52",8.54119508648956e-16,-0.602567056746321,0.056,0.079,4.69518035099417e-11
"AP4E1",8.57980657954409e-16,0.635500231078808,0.036,0.023,4.71640547484118e-11
"CLPX",8.70286680494241e-16,0.395100807046675,0.094,0.071,4.78405291134489e-11
"FAM162A",8.81873216485038e-16,0.196235250093874,0.198,0.165,4.8477452583399e-11
"COX10",9.00306252235818e-16,0.436347843998089,0.057,0.039,4.94907349916552e-11
"ZNF668",9.12407702571822e-16,0.550431818181853,0.036,0.023,5.01559638180756e-11
"AC010618.3",9.14788147116034e-16,1.17553195983861,0.012,0.005,5.02868192351155e-11
"ABTB1",9.17060648667988e-16,0.209446632356323,0.152,0.122,5.0411740917928e-11
"CDC25B",9.18622214988471e-16,0.254176571990702,0.145,0.117,5.04975817801312e-11
"CCDC159",9.22604526275198e-16,0.448616314548046,0.05,0.034,5.07164934138739e-11
"TMEM254",9.27686118557539e-16,0.608008877836219,0.032,0.02,5.09958336232265e-11
"RFT1",9.34834330341269e-16,0.431811401343662,0.034,0.021,5.13887779731899e-11
"ELOC",9.42809136677032e-16,0.219793035141702,0.239,0.203,5.18271610522731e-11
"C1orf21",9.81794830150344e-16,0.556638400900049,0.095,0.073,5.39702436081946e-11
"ADPRHL2",9.85290353663321e-16,0.363486749153646,0.105,0.081,5.41623960312264e-11
"PPP1R15B",9.87752364967662e-16,-0.357264241203913,0.094,0.123,5.42977352546373e-11
"EFCAB2",1.00223329968956e-15,-0.944384476201745,0.022,0.038,5.50937667172347e-11
"ZNF260",1.02145314390987e-15,0.538133366930417,0.051,0.035,5.61503007738693e-11
"KLF13",1.10722457848781e-15,0.342031117115826,0.14,0.112,6.08652423040535e-11
"LYST",1.13169114609557e-15,0.239994354547955,0.357,0.32,6.22101939920195e-11
"RNH1",1.14762511030404e-15,0.150903464149049,0.271,0.23,6.30860999385231e-11
"HIRIP3",1.16006190140112e-15,0.45214109885961,0.052,0.036,6.37697627819212e-11
"PPP2R5D",1.17362857803061e-15,0.432807342767867,0.071,0.051,6.45155365629205e-11
"INO80E",1.17795315666377e-15,0.175272586022823,0.178,0.145,6.47532629749641e-11
"ZFYVE16",1.19363648335286e-15,0.54925344623198,0.053,0.037,6.56153911263903e-11
"DLGAP4",1.20614675116984e-15,0.444250942744558,0.071,0.051,6.63030930585574e-11
"IFT80",1.21134941061898e-15,0.676391401892841,0.031,0.019,6.65890884511361e-11
"CYB561A3",1.21561368587483e-15,0.339253738134253,0.07,0.051,6.68234999262253e-11
"MAP1S",1.21614327425699e-15,0.367864416573238,0.084,0.062,6.68526119291809e-11
"SSR1",1.24577012436836e-15,0.229562185311605,0.245,0.21,6.84812295066533e-11
"NUP93",1.28409431749657e-15,0.439207640414856,0.067,0.048,7.05879487271038e-11
"CEBPG",1.31484386290299e-15,0.334576237970936,0.134,0.107,7.22782819876402e-11
"KPTN",1.34870908774658e-15,1.20409587370775,0.011,0.005,7.41398872625173e-11
"FCF1",1.36723753768748e-15,0.493190883327118,0.06,0.042,7.51584146842183e-11
"CLTB",1.36895906711132e-15,0.196179732984809,0.305,0.265,7.52530488781764e-11
"NDE1",1.38400514903931e-15,0.340649613709863,0.128,0.101,7.60801470478397e-11
"LINC00662",1.41691316600317e-15,0.51522853999318,0.049,0.033,7.78891336483602e-11
"SON",1.42411695315102e-15,0.133540072460448,0.652,0.613,7.82851330316649e-11
"HIST1H1B",1.42509188430023e-15,1.01514343894372,0.018,0.01,7.83387259718681e-11
"TM7SF2",1.45026621031253e-15,0.552672678187283,0.039,0.025,7.97225838470902e-11
"INTS7",1.45370047385976e-15,0.531840769217681,0.043,0.028,7.99113687485447e-11
"MTHFD2",1.45420269245886e-15,0.290380150655654,0.301,0.265,7.99389762071558e-11
"TBC1D10B",1.48882955134125e-15,0.713417882549169,0.038,0.024,8.184244926678e-11
"LRRC14",1.49116195514759e-15,0.471433103818004,0.047,0.032,8.1970663836418e-11
"CH25H",1.5020725098725e-15,-1.22261014739723,0.016,0.03,8.25704279402014e-11
"PAQR6",1.51716768711744e-15,1.32102050810151,0.01,0.004,8.34002249285325e-11
"HBS1L",1.54186828260963e-15,0.291259476766941,0.153,0.124,8.47580413633339e-11
"HOOK3",1.54790383661444e-15,0.337858849767422,0.142,0.114,8.50898218025323e-11
"SDF4",1.55900177431382e-15,0.207473675081032,0.269,0.232,8.56998865358047e-11
"GBA2",1.59932449731353e-15,0.646137212869063,0.036,0.023,8.79164669418223e-11
"DDX10",1.62659824518794e-15,0.451308181632051,0.067,0.048,8.94157321362263e-11
"NXPE3",1.64192633895387e-15,0.360549592157261,0.077,0.056,9.02583327786331e-11
"CCHCR1",1.64826164346336e-15,0.747819133070556,0.025,0.015,9.06065908028245e-11
"KLHL12",1.67023589065955e-15,0.526908830420298,0.053,0.037,9.18145371454463e-11
"MAK16",1.67222259733387e-15,0.4968468867935,0.042,0.028,9.19237483980404e-11
"ZCWPW1",1.70986428776557e-15,0.733207904515037,0.02,0.011,9.39929497627610e-11
"GSDMB",1.71799559769104e-15,0.703016065083151,0.021,0.011,9.44399360006743e-11
"SLAMF6",1.78576984441145e-15,0.281013622828386,0.125,0.098,9.8165554117142e-11
"DOHH",1.81038508035339e-15,0.382077118184029,0.063,0.045,9.95186782521064e-11
"ZC3H10",1.8249962513548e-15,0.868151219887793,0.018,0.009,1.00321868933225e-10
"COMMD5",1.83670761088361e-15,0.220273264265574,0.114,0.089,1.00965654077883e-10
"CROCC",1.85101204022794e-15,0.657470725076411,0.044,0.029,1.0175198286337e-10
"RARG",1.88254343178166e-15,0.552900479601218,0.028,0.017,1.0348529498847e-10
"HIBCH",1.88641605246992e-15,0.217164102233589,0.091,0.068,1.03698176820324e-10
"SQRDL",1.91795665525071e-15,0.289683821120448,0.042,0.028,1.05431995295787e-10
"BCL7C",1.91956728083983e-15,0.389280595609671,0.079,0.058,1.05520532995046e-10
"AL662899.2",1.92156679151024e-15,0.950028954107316,0.014,0.007,1.05630448096109e-10
"PIGU",1.9415499061642e-15,0.662978584902311,0.031,0.019,1.06728939891752e-10
"IMPA1",1.96712554082136e-15,0.343971492712734,0.097,0.074,1.08134858104491e-10
"SART3",1.97901098618245e-15,0.376339246005402,0.112,0.087,1.08788212921435e-10
"MORF4L1",2.02214172771412e-15,-0.200395218405623,0.537,0.561,1.11159152914173e-10
"C19orf10",2.0799229912692e-15,-1.33702154278828,0.009,0.022,1.14335446753059e-10
"SLC5A3",2.0835522984261e-15,0.263429134862407,0.151,0.122,1.14534953396781e-10
"MINOS1",2.08462443831032e-15,0.152509289428112,0.275,0.236,1.14593889998357e-10
"AC243829.1",2.15900595541279e-15,0.90876691318311,0.027,0.016,1.18682716374997e-10
"ZNF253",2.17170039306024e-15,0.76655968061973,0.028,0.017,1.19380542306914e-10
"RSPH3",2.17288066522117e-15,0.860141089907222,0.025,0.014,1.19445423047873e-10
"TRMT10A",2.17588554278334e-15,0.610091301886642,0.022,0.012,1.19610604172343e-10
"LOC100996919",2.18557319742097e-15,-1.4405742978178,0.012,0.025,1.20143144235428e-10
"ANKRD28",2.26491563154441e-15,-0.530843786468738,0.142,0.172,1.24504677181628e-10
"PTOV1",2.30178151170347e-15,-0.546166343233876,0.094,0.121,1.26531231479852e-10
"OSER1",2.30794738399003e-15,-0.443401959524872,0.107,0.135,1.26870175645316e-10
"ZWINT",2.31101909402127e-15,0.758746408769781,0.014,0.007,1.27039030617443e-10
"FBXO30",2.46320265968059e-15,0.644445387796137,0.031,0.019,1.35404713405302e-10
"PICALM",2.48671611358009e-15,0.337400822545255,0.115,0.091,1.36697271479611e-10
"WIZ",2.55016780821813e-15,0.983574552458633,0.021,0.011,1.40185274585559e-10
"FCHO1",2.55164142918232e-15,0.464406227882007,0.054,0.038,1.40266281003581e-10
"MED26",2.55380543530012e-15,-0.878223776458547,0.017,0.032,1.40385238583883e-10
"FOXO4",2.56513524309718e-15,-1.1614798415914,0.012,0.025,1.41008049448295e-10
"LETM1",2.57252929473323e-15,0.454175139790613,0.073,0.054,1.4141450786078e-10
"TKFC",2.57875790341328e-15,0.809599781278347,0.028,0.017,1.41756900708531e-10
"DNAAF2",2.63455064456847e-15,-0.444974080237177,0.126,0.156,1.44823883482573e-10
"KDM4A",2.63812200355891e-15,0.541094642023004,0.041,0.026,1.45020204657637e-10
"MBP",2.63953176360885e-15,0.151846004806523,0.413,0.373,1.45097700577342e-10
"RNF168",2.65364141703533e-15,0.335707162887201,0.167,0.138,1.45873322335849e-10
"KIDINS220",2.67902427339616e-15,0.381895218507871,0.11,0.086,1.4726864333286e-10
"MAPK9",2.69985946734105e-15,0.670681855796596,0.032,0.02,1.48413974779205e-10
"HPGD",2.74074909767502e-15,0.306738993639594,0.058,0.041,1.50661718648293e-10
"OLFM2",2.82366403958166e-15,0.525211410894556,0.029,0.017,1.55219635919843e-10
"AGPAT3",2.83645939131258e-15,0.608590050262947,0.044,0.029,1.55923009199844e-10
"TDG",2.87761030454515e-15,0.241023541225808,0.163,0.132,1.58185116051151e-10
"ZNF780B",2.90113566987021e-15,0.729273473057064,0.026,0.015,1.59478328908435e-10
"UCK1",2.90455931812004e-15,0.489352516210293,0.058,0.04,1.59666530276377e-10
"ZNF169",2.91239699414753e-15,0.864148555006332,0.015,0.007,1.60097375165284e-10
"GATB",2.9482644956249e-15,0.700799098111789,0.02,0.011,1.62069047588997e-10
"PLEKHO2",2.98352975612574e-15,0.631364622944679,0.031,0.019,1.64007614223988e-10
"MICALL1",3.03169580907215e-15,0.717809649580864,0.025,0.014,1.66655350320505e-10
"LMBR1L",3.05992846544799e-15,-0.459851282705963,0.079,0.105,1.68207327674141e-10
"SLC48A1",3.08744803488059e-15,0.948305667299623,0.015,0.007,1.69720105925421e-10
"IDE",3.13060044716501e-15,0.534959405124107,0.037,0.024,1.72092237181108e-10
"B4GALT5",3.13655630450508e-15,0.659124237868399,0.047,0.032,1.72419636614949e-10
"ZNF700",3.15057329337863e-15,0.660100417789436,0.022,0.012,1.73190164510316e-10
"BTBD2",3.15062975248905e-15,0.770899843157853,0.024,0.014,1.73193268124076e-10
"EIF3E",3.19635228758021e-15,-0.227270088669565,0.446,0.474,1.75706681600572e-10
"LOC642441",3.20155553264969e-15,-1.40266480896848,0.009,0.022,1.75992709185286e-10
"FAM214A",3.2585716500216e-15,0.480065757113944,0.103,0.08,1.79126942173337e-10
"SUN2",3.26276252835758e-15,-0.223549466790786,0.294,0.334,1.79357318946345e-10
"EXD3",3.29142582203042e-15,0.452717211451109,0.028,0.017,1.80932968862834e-10
"ZNF35",3.33472326323254e-15,1.21713975541703,0.01,0.004,1.83313072503156e-10
"SPIN2B",3.34050002751524e-15,0.624385817487308,0.031,0.019,1.8363062701254e-10
"PANK2",3.34258931956949e-15,0.254746506699474,0.162,0.132,1.83745477486055e-10
"LINC02361",3.39318501478901e-15,0.824169335080495,0.022,0.012,1.86526773447967e-10
"DPH7",3.40022061418894e-15,0.372070924599063,0.076,0.056,1.8691352738258e-10
"TYMS",3.45570246259015e-15,0.719189831405003,0.032,0.02,1.89963420071043e-10
"AL136454.1",3.4630114184866e-15,0.921681356711058,0.018,0.01,1.90365200685627e-10
"MDN1",3.48424039307744e-15,0.487007713256975,0.085,0.064,1.9153217864786e-10
"YDJC",3.48665588764803e-15,0.237642630678212,0.135,0.107,1.916649607999e-10
"PEX19",3.8480594185143e-15,0.476063181058992,0.055,0.038,2.1153167429515e-10
"MCF2L2",3.86188202863845e-15,1.05559090837764,0.015,0.008,2.12291516996284e-10
"UBE2E3",3.91391988713882e-15,0.256132315492527,0.191,0.159,2.15152090115908e-10
"CENPU",3.91485612344969e-15,0.699350081933174,0.027,0.016,2.15203555962153e-10
