"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"IFT57",8.6266767572533e-36,0.530261295634249,0.24,0.101,1.40571697759442e-31,"Naive_like_2_SC","IFT57"
"COPS2",1.3647537001578e-35,0.603291279692695,0.354,0.192,2.22386615440714e-31,"Naive_like_2_SC","COPS2"
"RSBN1",1.63267785269159e-35,0.665953212220761,0.468,0.299,2.66044856096095e-31,"Naive_like_2_SC","RSBN1"
"NXT1",5.42986776056239e-35,0.652891166247347,0.398,0.235,8.84796951583641e-31,"Naive_like_2_SC","NXT1"
"CKS2",5.83251698997124e-35,0.62212476898972,0.174,0.061,9.50408643515814e-31,"Naive_like_2_SC","CKS2"
"AKIRIN2",6.99609262266206e-35,0.665285772538384,0.453,0.285,1.14001329286278e-30,"Naive_like_2_SC","AKIRIN2"
"SAP30BP",1.56086538908932e-34,0.609844081121652,0.472,0.311,2.54343015152105e-30,"Naive_like_2_SC","SAP30BP"
"RHOH",1.5733265626929e-34,0.875374168111008,0.552,0.419,2.56373563390809e-30,"Naive_like_2_SC","RHOH"
"CCT2",1.60301128893879e-34,0.647619661765977,0.578,0.433,2.61210689532575e-30,"Naive_like_2_SC","CCT2"
"KIF5B",1.78776388788589e-34,0.635502479532267,0.494,0.335,2.91316125531006e-30,"Naive_like_2_SC","KIF5B"
"MIDN",2.02132736967764e-34,0.639177733791729,0.344,0.185,3.29375294888971e-30,"Naive_like_2_SC","MIDN"
"SYAP1",2.26640529059484e-34,0.71829981049549,0.343,0.185,3.69310742102429e-30,"Naive_like_2_SC","SYAP1"
"TOB1",2.55281656900008e-34,0.679878664536843,0.223,0.095,4.15981459918563e-30,"Naive_like_2_SC","TOB1"
"DNAJC2",5.03236013664456e-34,0.636069652571484,0.354,0.198,8.20023084266231e-30,"Naive_like_2_SC","DNAJC2"
"USP12",5.26286981264846e-34,0.47893912200601,0.183,0.067,8.57584635971066e-30,"Naive_like_2_SC","USP12"
"NRBP1",9.1175202072406e-34,0.620643340755449,0.517,0.362,1.48569991776986e-29,"Naive_like_2_SC","NRBP1"
"CCNH",1.5309242867863e-33,0.758617872739551,0.329,0.178,2.49464112531827e-29,"Naive_like_2_SC","CCNH"
"SAP18",1.72340202661469e-33,0.556177101810899,0.72,0.644,2.80828360236864e-29,"Naive_like_2_SC","SAP18"
"PTS",1.76878737082875e-33,0.483438301005821,0.193,0.074,2.88223902076545e-29,"Naive_like_2_SC","PTS"
"VDAC2",3.84143795948264e-33,0.610951962015005,0.536,0.398,6.25962315497696e-29,"Naive_like_2_SC","VDAC2"
"UBE2B",4.81282437751024e-33,0.593496063005157,0.677,0.563,7.84249732315294e-29,"Naive_like_2_SC","UBE2B"
"ZNF394",5.47952223455585e-33,0.622587517174227,0.315,0.166,8.92888148120876e-29,"Naive_like_2_SC","ZNF394"
"EIF4H",1.24772130953504e-32,0.586457298490068,0.572,0.433,2.03316187388734e-28,"Naive_like_2_SC","EIF4H"
"SRGN1",1.3142975964642e-32,0.507769170696532,0.94,0.936,2.14164793343842e-28,"Naive_like_2_SC","SRGN"
"PLK3",1.57848511987808e-32,0.657861124244335,0.283,0.143,2.57214150284134e-28,"Naive_like_2_SC","PLK3"
"RBMX",1.88826303818274e-32,0.691439339913638,0.487,0.345,3.07692462071878e-28,"Naive_like_2_SC","RBMX"
"SPTY2D1",2.27033432436586e-32,0.533472212218866,0.19,0.074,3.69950978155416e-28,"Naive_like_2_SC","SPTY2D1"
"H2AFX",2.27650301418296e-32,0.777400164063444,0.296,0.153,3.70956166161114e-28,"Naive_like_2_SC","H2AFX"
"EZH2",2.37643988470433e-32,0.443560469980483,0.133,0.04,3.8724087921257e-28,"Naive_like_2_SC","EZH2"
"ZNF326",2.4013863880773e-32,0.567431132811916,0.238,0.105,3.91305911937196e-28,"Naive_like_2_SC","ZNF326"
"DPH3",2.7174175456472e-32,0.569781622619788,0.332,0.181,4.42803189063211e-28,"Naive_like_2_SC","DPH3"
"B9D2",3.04938142119589e-32,0.420548141358556,0.155,0.051,4.9689670258387e-28,"Naive_like_2_SC","B9D2"
"DENND4A",4.94765905978021e-32,0.603917741720452,0.255,0.119,8.06221043791186e-28,"Naive_like_2_SC","DENND4A"
"PNO1",5.02093984169188e-32,0.515048676209734,0.218,0.093,8.18162147203692e-28,"Naive_like_2_SC","PNO1"
"AZIN1",1.02573527777037e-31,0.61436779770694,0.304,0.158,1.67143563512682e-27,"Naive_like_2_SC","AZIN1"
"HSPD1",1.22595306527643e-31,1.2775573074751,0.5,0.365,1.99769051986795e-27,"Naive_like_2_SC","HSPD1"
"MAD2L1BP",1.83866999028855e-31,0.492371454456346,0.196,0.079,2.99611274917519e-27,"Naive_like_2_SC","MAD2L1BP"
"HSPA1A",1.99503610462079e-31,3.64019202193268,0.216,0.099,3.25091133247958e-27,"Naive_like_2_SC","HSPA1A"
"PTGES3",2.63815502523514e-31,0.507492177754232,0.772,0.719,4.29887361362066e-27,"Naive_like_2_SC","PTGES3"
"TNFRSF12A",3.94455587592506e-31,0.5046220677411,0.182,0.069,6.42765379981988e-27,"Naive_like_2_SC","TNFRSF12A"
"DNAJA2",5.1575718419799e-31,0.626780863065421,0.506,0.367,8.40426331650624e-27,"Naive_like_2_SC","DNAJA2"
"MIER1",7.05138595072335e-31,0.577312454751357,0.392,0.238,1.14902334067037e-26,"Naive_like_2_SC","MIER1"
"POFUT2",1.14798348667424e-30,0.456133796760996,0.199,0.081,1.87063909153567e-26,"Naive_like_2_SC","POFUT2"
"DCP1A",1.18895286227229e-30,0.615003522441227,0.351,0.202,1.93739868907269e-26,"Naive_like_2_SC","DCP1A"
"PPP2CA",1.22221933124169e-30,0.633010331041258,0.458,0.309,1.99160640025834e-26,"Naive_like_2_SC","PPP2CA"
"NFE2L2",1.32894999142425e-30,0.661875802512129,0.336,0.192,2.16552401102581e-26,"Naive_like_2_SC","NFE2L2"
"TMEM167B",1.34259449150981e-30,0.542548740594162,0.256,0.124,2.18775772391524e-26,"Naive_like_2_SC","TMEM167B"
"ZNF207",1.76075696998493e-30,0.673109201982701,0.461,0.308,2.86915348259044e-26,"Naive_like_2_SC","ZNF207"
"ERCC1",1.85115849491295e-30,0.517904705439308,0.225,0.101,3.01646276746065e-26,"Naive_like_2_SC","ERCC1"
"KLF2",1.88579213017557e-30,0.72857890391065,0.272,0.136,3.07289827612109e-26,"Naive_like_2_SC","KLF2"
"RGS1",2.14135453632715e-30,1.48541417130264,0.317,0.18,3.48933721694509e-26,"Naive_like_2_SC","RGS1"
"IP6K2",2.93793763197993e-30,0.567958401453828,0.275,0.138,4.78736937131129e-26,"Naive_like_2_SC","IP6K2"
"CALM2",3.24727618760881e-30,0.478689808493622,0.799,0.761,5.29143654770856e-26,"Naive_like_2_SC","CALM2"
"CIRBP",4.59906831938755e-30,0.517035777937839,0.747,0.692,7.49418182644201e-26,"Naive_like_2_SC","CIRBP"
"RRP12",4.60870276960231e-30,0.425010765930361,0.129,0.04,7.50988116306696e-26,"Naive_like_2_SC","RRP12"
"SF1",5.18912185678874e-30,0.514804976701733,0.737,0.651,8.45567406563725e-26,"Naive_like_2_SC","SF1"
"BTG2",5.6441115618288e-30,0.872391006160151,0.399,0.254,9.19707979000003e-26,"Naive_like_2_SC","BTG2"
"MAFF",6.32618200096248e-30,0.550922362763699,0.134,0.044,1.03085135705684e-25,"Naive_like_2_SC","MAFF"
"WDR48",7.11400006647483e-30,0.49473345096204,0.244,0.113,1.15922631083207e-25,"Naive_like_2_SC","WDR48"
"PPP1R15B",7.22522641042014e-30,0.595205203705553,0.219,0.098,1.17735064357796e-25,"Naive_like_2_SC","PPP1R15B"
"YME1L1",7.83475865113222e-30,0.706190291120546,0.429,0.281,1.276673922202e-25,"Naive_like_2_SC","YME1L1"
"HNRNPDL",8.01890585081438e-30,0.440384806602983,0.828,0.781,1.3066807083902e-25,"Naive_like_2_SC","HNRNPDL"
"ZNF24",8.76972432587386e-30,0.634315890896697,0.427,0.284,1.42902657890115e-25,"Naive_like_2_SC","ZNF24"
"INSIG1",1.35271337397385e-29,0.810984358570813,0.314,0.174,2.20424644289038e-25,"Naive_like_2_SC","INSIG1"
"PNN",1.92931930243154e-29,0.634380995178851,0.434,0.286,3.14382580331219e-25,"Naive_like_2_SC","PNN"
"CCNT1",2.24899009583194e-29,0.537990458952998,0.218,0.098,3.66472936115814e-25,"Naive_like_2_SC","CCNT1"
"PPIG",2.36779545393024e-29,0.585217034742079,0.553,0.414,3.85832269217933e-25,"Naive_like_2_SC","PPIG"
"RFX1",2.75176962273327e-29,0.434275869553395,0.163,0.06,4.48400860024387e-25,"Naive_like_2_SC","RFX1"
"NDUFA6",3.39955765749625e-29,0.494747789342195,0.664,0.553,5.53957920289015e-25,"Naive_like_2_SC","NDUFA6"
"DDX21",3.46813233509074e-29,0.59421835786706,0.519,0.373,5.65132164003036e-25,"Naive_like_2_SC","DDX21"
"TCERG1",5.06798308082832e-29,0.538271736264785,0.329,0.184,8.25827843020975e-25,"Naive_like_2_SC","TCERG1"
"CCT8",5.83787191220655e-29,0.585811385509837,0.462,0.321,9.51281228094058e-25,"Naive_like_2_SC","CCT8"
"MED10",8.73079490490396e-29,0.531853456520228,0.559,0.426,1.4226830297541e-24,"Naive_like_2_SC","MED10"
"IDI1",8.97486751354483e-29,0.66747659600093,0.349,0.202,1.46245466133213e-24,"Naive_like_2_SC","IDI1"
"POLR2A",9.44421157563568e-29,0.596767954056052,0.393,0.241,1.53893427624983e-24,"Naive_like_2_SC","POLR2A"
"CSNK1A1",1.43395771339659e-28,0.577718770175367,0.53,0.394,2.33663409397974e-24,"Naive_like_2_SC","CSNK1A1"
"ABCG1",1.53980371935724e-28,0.392512047916626,0.144,0.05,2.50911016069263e-24,"Naive_like_2_SC","ABCG1"
"DERL2",1.54348472118862e-28,0.541536426810223,0.382,0.236,2.51510835317685e-24,"Naive_like_2_SC","DERL2"
"MAGOH",1.66210621353904e-28,0.539638548996786,0.576,0.463,2.70840207496186e-24,"Naive_like_2_SC","MAGOH"
"RNF10",1.78179136859314e-28,0.538896042307164,0.472,0.324,2.90342903512252e-24,"Naive_like_2_SC","RNF10"
"ANKRD28",1.87920912350731e-28,0.689075462295535,0.212,0.096,3.06217126675517e-24,"Naive_like_2_SC","ANKRD28"
"EIF4A3",1.98515916005905e-28,0.630763835933663,0.367,0.221,3.23481685131622e-24,"Naive_like_2_SC","EIF4A3"
"CRY1",1.99588317773247e-28,0.581812359082331,0.319,0.18,3.25229163811506e-24,"Naive_like_2_SC","CRY1"
"GTPBP4",2.30741605780926e-28,0.587218898424537,0.322,0.183,3.75993446620019e-24,"Naive_like_2_SC","GTPBP4"
"BICDL1",2.6097840522917e-28,0.658839885659943,0.432,0.283,4.25264311320933e-24,"Naive_like_2_SC","BICDL1"
"MT-ND2",3.16564493545862e-28,0.447603462756115,0.949,0.928,5.15841842232982e-24,"Naive_like_2_SC","MT-ND2"
"HNRNPU",3.36336265604234e-28,0.565219704223565,0.649,0.534,5.48059944802099e-24,"Naive_like_2_SC","HNRNPU"
"GABARAPL11",3.58928790088369e-28,0.693684696452343,0.631,0.531,5.84874463448998e-24,"Naive_like_2_SC","GABARAPL1"
"DDX39A",4.27699583938436e-28,0.620249265866959,0.471,0.328,6.96936472027681e-24,"Naive_like_2_SC","DDX39A"
"VASP",4.43235077049614e-28,0.562859625467233,0.441,0.295,7.22251558052347e-24,"Naive_like_2_SC","VASP"
"CXCR4",6.36301726135314e-28,0.814058553327866,0.768,0.735,1.03685366273749e-23,"Naive_like_2_SC","CXCR4"
"TIMM23",7.6519879096305e-28,0.483916995257369,0.27,0.138,1.24689142987429e-23,"Naive_like_2_SC","TIMM23"
"POLR2K",9.91210351286522e-28,0.621545573127579,0.417,0.272,1.61517726742139e-23,"Naive_like_2_SC","POLR2K"
"ZFAND5",1.15210522499169e-27,0.589980895365735,0.389,0.245,1.87735546412396e-23,"Naive_like_2_SC","ZFAND5"
"TRA2A",1.26040124431071e-27,0.595495923933351,0.306,0.174,2.05382382760429e-23,"Naive_like_2_SC","TRA2A"
"SLU7",1.34222639183717e-27,0.548342200198681,0.375,0.231,2.18715790549867e-23,"Naive_like_2_SC","SLU7"
"ELL",1.82824410829386e-27,0.490354155055122,0.198,0.086,2.97912377446485e-23,"Naive_like_2_SC","ELL"
"GNL3",2.15307001841293e-27,0.552370505647344,0.268,0.139,3.50842759500387e-23,"Naive_like_2_SC","GNL3"
"PTGER41",2.79894775035645e-27,0.79572033249455,0.344,0.209,4.56088535920583e-23,"Naive_like_2_SC","PTGER4"
"SERINC1",3.66489875991096e-27,0.577339050724362,0.505,0.368,5.97195252927491e-23,"Naive_like_2_SC","SERINC1"
"C1orf52",4.14184061783509e-27,0.570939220240678,0.276,0.147,6.74912928676228e-23,"Naive_like_2_SC","C1orf52"
"CCDC174",6.00236062664256e-27,0.545378322785723,0.306,0.171,9.78084664111406e-23,"Naive_like_2_SC","CCDC174"
"SPAG9",6.07380442953671e-27,0.583931447518269,0.306,0.171,9.89726431793007e-23,"Naive_like_2_SC","SPAG9"
"ZNF410",7.15852330668579e-27,0.451880647981975,0.171,0.069,1.16648137282445e-22,"Naive_like_2_SC","ZNF410"
"PSMD12",7.32852780296181e-27,0.515942587406774,0.33,0.19,1.19418360549263e-22,"Naive_like_2_SC","PSMD12"
"AMD1",7.86422236499629e-27,0.648436989054619,0.375,0.234,1.28147503437615e-22,"Naive_like_2_SC","AMD1"
"EIF1AX",9.00857138545374e-27,0.539447219698562,0.524,0.394,1.46794670725969e-22,"Naive_like_2_SC","EIF1AX"
"BCL10",9.32513719109463e-27,0.490488489346923,0.211,0.097,1.51953110528887e-22,"Naive_like_2_SC","BCL10"
"NAMPT",1.07824406752133e-26,0.573236526619274,0.297,0.163,1.756998708026e-22,"Naive_like_2_SC","NAMPT"
"GOSR1",1.07892439722404e-26,0.49053980500666,0.239,0.117,1.75810730527658e-22,"Naive_like_2_SC","GOSR1"
"IKZF5",1.14203955630738e-26,0.389014396137517,0.167,0.066,1.86095345700287e-22,"Naive_like_2_SC","IKZF5"
"RSRP1",1.25914221043602e-26,0.862097331612679,0.53,0.402,2.0517722319055e-22,"Naive_like_2_SC","RSRP1"
"ZSCAN18",1.32419338288243e-26,0.377143114778134,0.12,0.038,2.15777311740691e-22,"Naive_like_2_SC","ZSCAN18"
"NGRN",1.47085651973942e-26,0.532549734544723,0.396,0.253,2.39676069891538e-22,"Naive_like_2_SC","NGRN"
"SON",1.60888054616714e-26,0.532835371671853,0.757,0.709,2.62167084997936e-22,"Naive_like_2_SC","SON"
"PSMA7",2.1871165418383e-26,0.392897245806009,0.822,0.802,3.56390640492552e-22,"Naive_like_2_SC","PSMA7"
"CCDC167",2.51152340832901e-26,0.560468226792906,0.266,0.14,4.09252739387212e-22,"Naive_like_2_SC","CCDC167"
"HNRNPA0",3.09429968580222e-26,0.528287207551437,0.695,0.643,5.04216133801471e-22,"Naive_like_2_SC","HNRNPA0"
"XBP1",4.03790306964061e-26,0.555868159691044,0.484,0.341,6.57976305197937e-22,"Naive_like_2_SC","XBP1"
"CNOT2",4.80883181460306e-26,0.55254549079161,0.379,0.241,7.83599144189569e-22,"Naive_like_2_SC","CNOT2"
"NOP56",6.63864708847742e-26,0.611467931107195,0.334,0.199,1.0817675430674e-21,"Naive_like_2_SC","NOP56"
"KIF9",6.65094666315375e-26,0.401176802374227,0.124,0.042,1.0837717587609e-21,"Naive_like_2_SC","KIF9"
"PCNP",8.52257640668765e-26,0.528198898919885,0.528,0.403,1.38875382546975e-21,"Naive_like_2_SC","PCNP"
"AL133415.1",1.07806048924346e-25,0.691656352075963,0.207,0.097,1.75669956722222e-21,"Naive_like_2_SC","AL133415.1"
"NR3C1",1.25075009041202e-25,0.55882266020924,0.7,0.615,2.03809727232639e-21,"Naive_like_2_SC","NR3C1"
"STIP1",1.45431108063966e-25,0.66225562580312,0.435,0.302,2.36979990590233e-21,"Naive_like_2_SC","STIP1"
"GPR65",1.66606830099191e-25,0.658133644604524,0.251,0.132,2.71485829646631e-21,"Naive_like_2_SC","GPR65"
"RALGAPA1",1.76216173215969e-25,0.571038545675485,0.332,0.198,2.87144254255422e-21,"Naive_like_2_SC","RALGAPA1"
"CLK4",1.76660950038004e-25,0.484564660480699,0.234,0.116,2.87869018086928e-21,"Naive_like_2_SC","CLK4"
"SDE2",1.85575210047455e-25,0.400292282364092,0.15,0.057,3.02394804772328e-21,"Naive_like_2_SC","SDE2"
"HEXIM1",2.06110373090858e-25,0.576906293413732,0.176,0.075,3.35856852951553e-21,"Naive_like_2_SC","HEXIM1"
"TM2D3",2.17399092504842e-25,0.438737514254606,0.261,0.135,3.54251821236639e-21,"Naive_like_2_SC","TM2D3"
"TCF7",2.59012470849861e-25,0.667994212670572,0.449,0.321,4.22060821249849e-21,"Naive_like_2_SC","TCF7"
"AC016831.7",2.66049850347903e-25,0.677742122634035,0.518,0.391,4.33528231141909e-21,"Naive_like_2_SC","AC016831.7"
"RNMT",2.6818061717503e-25,0.542043241392433,0.337,0.199,4.37000315686712e-21,"Naive_like_2_SC","RNMT"
"EIF5B",2.68559180890307e-25,0.535605304257599,0.502,0.371,4.37617185260756e-21,"Naive_like_2_SC","EIF5B"
"NSRP1",3.00575228888424e-25,0.455602416966408,0.27,0.142,4.89787335473686e-21,"Naive_like_2_SC","NSRP1"
"EIF1AD",3.37867479105602e-25,0.463198142300166,0.191,0.085,5.50555057202578e-21,"Naive_like_2_SC","EIF1AD"
"ARID5A1",3.73994878765575e-25,0.567595656828443,0.564,0.438,6.09424654948505e-21,"Naive_like_2_SC","ARID5A"
"RAP1B",5.08601675677895e-25,0.569170904233584,0.643,0.558,8.2876643051713e-21,"Naive_like_2_SC","RAP1B"
"ESYT2",6.22506422516464e-25,0.404381598483364,0.17,0.071,1.01437421549058e-20,"Naive_like_2_SC","ESYT2"
"SIK3",7.24201050020182e-25,0.432719823066311,0.19,0.084,1.18008561100789e-20,"Naive_like_2_SC","SIK3"
"NCL",9.07962966213599e-25,0.461558681262846,0.787,0.739,1.47952565344506e-20,"Naive_like_2_SC","NCL"
"GRPEL1",1.66986307248136e-24,0.502518817998032,0.329,0.197,2.72104187660838e-20,"Naive_like_2_SC","GRPEL1"
"NASP",1.84653655784787e-24,0.656680228516199,0.442,0.32,3.0089313210131e-20,"Naive_like_2_SC","NASP"
"CEBPZ",2.01576594886179e-24,0.537429195902327,0.382,0.245,3.28469061367028e-20,"Naive_like_2_SC","CEBPZ"
"PPP1R2",2.19932565268512e-24,0.658392070444422,0.549,0.436,3.5838011510504e-20,"Naive_like_2_SC","PPP1R2"
"VAPA",2.2494809366792e-24,0.511044426766116,0.561,0.442,3.66552918631876e-20,"Naive_like_2_SC","VAPA"
"NBL1",2.42136298435655e-24,0.37979341073936,0.113,0.038,3.94561098300901e-20,"Naive_like_2_SC","NBL1"
"SF3A1",3.04559418108474e-24,0.573542540087951,0.446,0.315,4.96279571807759e-20,"Naive_like_2_SC","SF3A1"
"GPCPD1",3.07670068344156e-24,0.588228116837371,0.245,0.129,5.01348376366802e-20,"Naive_like_2_SC","GPCPD1"
"SUPT5H",3.09090282144743e-24,0.537498427930105,0.369,0.238,5.03662614754858e-20,"Naive_like_2_SC","SUPT5H"
"EFHD2",3.31090007566288e-24,0.531013614660068,0.271,0.149,5.39511167329267e-20,"Naive_like_2_SC","EFHD2"
"RBKS",3.33610622987281e-24,0.737650413235253,0.135,0.052,5.43618510157774e-20,"Naive_like_2_SC","RBKS"
"COQ10B",3.77964854218811e-24,0.55307261956906,0.337,0.206,6.15893729949552e-20,"Naive_like_2_SC","COQ10B"
"CBLL1",4.69231136788664e-24,0.470976655247567,0.272,0.147,7.64612137397129e-20,"Naive_like_2_SC","CBLL1"
"STAT31",4.89348428426305e-24,0.528033327379166,0.63,0.514,7.97393264120664e-20,"Naive_like_2_SC","STAT3"
"CALM1",5.26067110479793e-24,0.466157570342122,0.906,0.9,8.57226356526822e-20,"Naive_like_2_SC","CALM1"
"RNF138",6.17681493742446e-24,0.522309060967748,0.26,0.141,1.00651199405332e-19,"Naive_like_2_SC","RNF138"
"JMJD1C",6.3067674100658e-24,0.634118993535556,0.469,0.347,1.02768774947022e-19,"Naive_like_2_SC","JMJD1C"
"YBX1",6.88437272721149e-24,0.380598470331731,0.861,0.851,1.12180853589911e-19,"Naive_like_2_SC","YBX1"
"RRN3",7.5811063610343e-24,0.536049889673182,0.211,0.105,1.23534128153054e-19,"Naive_like_2_SC","RRN3"
"MAP3K2",7.80013697959702e-24,0.479684726699487,0.278,0.153,1.27103232082533e-19,"Naive_like_2_SC","MAP3K2"
"SLC1A5",8.7871910786539e-24,0.524008229133721,0.222,0.11,1.43187278626665e-19,"Naive_like_2_SC","SLC1A5"
"VCPKMT",9.36505604456316e-24,0.445696385916551,0.183,0.082,1.52603588246157e-19,"Naive_like_2_SC","VCPKMT"
"GATA3",9.56416308446357e-24,0.659871012682294,0.317,0.191,1.55848037461334e-19,"Naive_like_2_SC","GATA3"
"EIF3J",1.21070165351219e-23,0.476969337625246,0.305,0.176,1.97283834439811e-19,"Naive_like_2_SC","EIF3J"
"WHAMM",1.24930351395378e-23,0.522661426269533,0.304,0.177,2.03574007598769e-19,"Naive_like_2_SC","WHAMM"
"MMADHC",1.40048517062151e-23,0.537678092457916,0.395,0.265,2.28209058552776e-19,"Naive_like_2_SC","MMADHC"
"BUD23",1.47393872794473e-23,0.493947447607195,0.364,0.228,2.40178315718594e-19,"Naive_like_2_SC","BUD23"
"UBQLN1",1.4958501766525e-23,0.519462698860856,0.329,0.199,2.43748786285525e-19,"Naive_like_2_SC","UBQLN1"
"KLHL18",1.50939377474896e-23,0.436754967126119,0.175,0.077,2.45955715595343e-19,"Naive_like_2_SC","KLHL18"
"LYSMD3",1.64388907852349e-23,0.300350526230571,0.123,0.043,2.67871725345403e-19,"Naive_like_2_SC","LYSMD3"
"CCAR1",2.3351715154779e-23,0.521045874894581,0.367,0.232,3.80516198447123e-19,"Naive_like_2_SC","CCAR1"
"QTRT2",2.75346208248164e-23,0.3652338858335,0.133,0.05,4.48676646340383e-19,"Naive_like_2_SC","QTRT2"
"H2AFZ",3.08370070691489e-23,0.61254857687368,0.675,0.609,5.02489030191781e-19,"Naive_like_2_SC","H2AFZ"
"TSC22D2",3.13298623908464e-23,0.456084922790935,0.149,0.061,5.10520107658842e-19,"Naive_like_2_SC","TSC22D2"
"CHCHD2",3.78860378885489e-23,0.34462661898172,0.874,0.872,6.17352987393905e-19,"Naive_like_2_SC","CHCHD2"
"CYSTM1",3.80136684421081e-23,0.53709090916148,0.51,0.396,6.19432727264152e-19,"Naive_like_2_SC","CYSTM1"
"WSB1",4.52743062715213e-23,0.533247779600961,0.618,0.508,7.3774482069444e-19,"Naive_like_2_SC","WSB1"
"PPM1D",4.65275131574578e-23,0.481627521894501,0.194,0.092,7.58165826900776e-19,"Naive_like_2_SC","PPM1D"
"YWHAQ",4.66823456438294e-23,0.536136071040498,0.638,0.557,7.606888222662e-19,"Naive_like_2_SC","YWHAQ"
"SAR1B",5.29677100381863e-23,0.465566119113749,0.3,0.174,8.63108835072245e-19,"Naive_like_2_SC","SAR1B"
"TMF1",5.4733176617514e-23,0.49894013787142,0.369,0.234,8.9187711298239e-19,"Naive_like_2_SC","TMF1"
"CDKN2AIP",5.62372117594546e-23,0.55081969121426,0.28,0.159,9.16385365620312e-19,"Naive_like_2_SC","CDKN2AIP"
"SUB1",5.78797993449594e-23,0.396268166853624,0.811,0.794,9.43151330326113e-19,"Naive_like_2_SC","SUB1"
"SVIL",5.84038908883554e-23,0.377260186232852,0.146,0.059,9.51691402025752e-19,"Naive_like_2_SC","SVIL"
"MRPL50",6.06898776716047e-23,0.453941304639797,0.266,0.145,9.88941556658798e-19,"Naive_like_2_SC","MRPL50"
"EPC1",6.30235233599454e-23,0.573415093912862,0.631,0.539,1.02696831315031e-18,"Naive_like_2_SC","EPC1"
"HSPA4",7.24797937029671e-23,0.642539029129169,0.336,0.21,1.18105823838985e-18,"Naive_like_2_SC","HSPA4"
"INTS6",9.41193614851097e-23,0.452584963502533,0.183,0.083,1.53367499539986e-18,"Naive_like_2_SC","INTS6"
"PTOV1",9.62423601449179e-23,0.515387137573106,0.268,0.149,1.56826925856144e-18,"Naive_like_2_SC","PTOV1"
"PAF1",1.02919899545884e-22,0.562737971728843,0.362,0.237,1.67707976310017e-18,"Naive_like_2_SC","PAF1"
"MEF2D",1.21548085833187e-22,0.472414826830791,0.227,0.115,1.98062605865179e-18,"Naive_like_2_SC","MEF2D"
"USP16",1.25454785088923e-22,0.528893226588955,0.368,0.238,2.044285723024e-18,"Naive_like_2_SC","USP16"
"HMGCS1",1.30194435447497e-22,0.429825590089583,0.164,0.072,2.12151832561696e-18,"Naive_like_2_SC","HMGCS1"
"SRSF4",1.47865862526012e-22,0.524245606658316,0.508,0.393,2.40947422986136e-18,"Naive_like_2_SC","SRSF4"
"MTRNR2L12",2.28693385440912e-22,0.346385008719448,0.992,0.992,3.72655871575967e-18,"Naive_like_2_SC","MTRNR2L12"
"MOB3A",2.89366284408276e-22,0.437209145245701,0.214,0.107,4.71522360443285e-18,"Naive_like_2_SC","MOB3A"
"LRRC23",3.09699047595737e-22,0.424689568612799,0.138,0.055,5.04654598057254e-18,"Naive_like_2_SC","LRRC23"
"HNRNPH1",3.53734016581884e-22,0.57529856650889,0.416,0.289,5.7640958002018e-18,"Naive_like_2_SC","HNRNPH1"
"SIAH1",3.57177301897035e-22,0.335188001617883,0.129,0.049,5.82020413441219e-18,"Naive_like_2_SC","SIAH1"
"JOSD1",3.88848498448098e-22,0.591419749966674,0.33,0.21,6.33628628221176e-18,"Naive_like_2_SC","JOSD1"
"TICAM1",3.91506259656593e-22,0.434431093914314,0.176,0.08,6.37959450110418e-18,"Naive_like_2_SC","TICAM1"
"TRMT10C",4.19381153365279e-22,0.494965712611713,0.324,0.198,6.83381589408722e-18,"Naive_like_2_SC","TRMT10C"
"MAIP1",5.8904597601612e-22,0.319977055626203,0.12,0.044,9.59850417918267e-18,"Naive_like_2_SC","MAIP1"
"TES",6.02579143991491e-22,0.52501171256448,0.364,0.239,9.81902715134135e-18,"Naive_like_2_SC","TES"
"TANK",6.39527043021147e-22,0.623745973374327,0.392,0.275,1.04210931660296e-17,"Naive_like_2_SC","TANK"
"KLHL28",8.19251910098693e-22,0.497599691438438,0.242,0.132,1.33497098750582e-17,"Naive_like_2_SC","KLHL28"
"LRRC8C",9.75128845890646e-22,0.429565968426487,0.204,0.1,1.58897245437881e-17,"Naive_like_2_SC","LRRC8C"
"RIOK1",9.90482952087305e-22,0.451189219132356,0.226,0.117,1.61399197042626e-17,"Naive_like_2_SC","RIOK1"
"PUF60",1.02200820202212e-21,0.434580506676343,0.527,0.402,1.66536236519505e-17,"Naive_like_2_SC","PUF60"
"IST1",1.3102802835612e-21,0.446842471810585,0.351,0.221,2.13510172206298e-17,"Naive_like_2_SC","IST1"
"MRPS30",1.3136098546031e-21,0.475107384949952,0.248,0.136,2.14052725807575e-17,"Naive_like_2_SC","MRPS30"
"HCG18",1.9065053957228e-21,0.528238653095698,0.233,0.124,3.1066505423303e-17,"Naive_like_2_SC","HCG18"
"RANBP2",2.42130156119762e-21,0.544299919395265,0.357,0.233,3.94551089397152e-17,"Naive_like_2_SC","RANBP2"
"NAF1",2.78031031922011e-21,0.361982800427627,0.139,0.056,4.53051566516917e-17,"Naive_like_2_SC","NAF1"
"PPRC1",3.46232476207023e-21,0.421778741980931,0.179,0.084,5.64185819979345e-17,"Naive_like_2_SC","PPRC1"
"DLST",3.75488979332897e-21,0.470575305042311,0.274,0.157,6.11859291822955e-17,"Naive_like_2_SC","DLST"
