"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"NELFA",2.52227263530829e-07,0.262453240064367,0.211,0.149,0.00411004325923485,"Naive_like_2_SC","NELFA"
"ST8SIA4",2.54978475847543e-07,0.259359493471988,0.121,0.074,0.00415487426393571,"Naive_like_2_SC","ST8SIA4"
"FNIP1",2.58687156906705e-07,0.318929419951779,0.18,0.124,0.00421530722179475,"Naive_like_2_SC","FNIP1"
"SCYL2",2.5875751376426e-07,0.25578475207725,0.143,0.092,0.00421645368678862,"Naive_like_2_SC","SCYL2"
"SMAP2",2.64807552534457e-07,0.311909469867555,0.219,0.158,0.00431503906854897,"Naive_like_2_SC","SMAP2"
"MED19",2.75207696126347e-07,0.256203227197978,0.223,0.16,0.00448450940837882,"Naive_like_2_SC","MED19"
"CIR1",2.79415436463098e-07,0.290946529888763,0.284,0.218,0.00455307453716618,"Naive_like_2_SC","CIR1"
"CDKN1B",3.13308660709265e-07,0.365177773672924,0.491,0.432,0.00510536462625747,"Naive_like_2_SC","CDKN1B"
"PMPCA",3.3005116456953e-07,0.266669037761371,0.159,0.106,0.00537818372666049,"Naive_like_2_SC","PMPCA"
"PITPNB",3.60712252243438e-07,0.275163900010609,0.264,0.2,0.00587780615030683,"Naive_like_2_SC","PITPNB"
"NIPA2",3.73558311269346e-07,0.26736256349473,0.257,0.193,0.006087132682134,"Naive_like_2_SC","NIPA2"
"EMC6",3.73816468980168e-07,0.294951050727308,0.382,0.318,0.00609133936203184,"Naive_like_2_SC","EMC6"
"SEC23B",3.84967647649357e-07,0.25317372051154,0.178,0.121,0.00627304781844628,"Naive_like_2_SC","SEC23B"
"PCGF5",3.86440125962056e-07,0.294795648548377,0.294,0.231,0.00629704185255171,"Naive_like_2_SC","PCGF5"
"RAMMET",3.90099520036484e-07,0.274124405544762,0.269,0.205,0.0063566716789945,"Naive_like_2_SC","RAMMET"
"AASDHPPT",3.91792151245233e-07,0.263656171745246,0.249,0.184,0.00638425310454108,"Naive_like_2_SC","AASDHPPT"
"KCNA3",3.96491291647862e-07,0.34035238472344,0.154,0.103,0.0064608255974019,"Naive_like_2_SC","KCNA3"
