"","X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"87","JAML",1.983842927937e-69,-1.02729262788457,0.452,0.809,3.23267205107335e-65
"88","RUNX2",2.22717349619237e-68,-1.03454078677225,0.061,0.394,3.62917921204547e-64
"89","CD3E",3.24234549012991e-68,-0.719516239471554,0.911,0.983,5.28340197616668e-64
"90","MYL6",3.41181177702938e-68,-0.618545045734985,0.972,0.993,5.55954729066937e-64
"91","PTPN7",7.60944703150426e-68,-1.06365128743914,0.358,0.718,1.23995939378362e-63
"92","IGFLR1",8.6680698941818e-68,-1.08250830251822,0.232,0.609,1.41246198925692e-63
"93","ZBTB32",2.41073886725236e-67,-1.17027458629033,0.245,0.627,3.92829898418772e-63
"94","GBP2",5.14249965440894e-67,-0.793771773445263,0.809,0.964,8.37970318685936e-63
"95","BTG1",5.42506772838214e-67,1.18122626204168,0.958,0.843,8.84014786339869e-63
"96","RPS5",1.58919632035612e-66,0.640568624232629,0.993,0.986,2.58959540402031e-62
"97","LINC02195",3.09077456287285e-66,-0.933994995948552,0.026,0.321,5.03641715020131e-62
"98","CCL4",1.90087655743615e-65,-1.01629738771548,0.723,0.979,3.09747835034221e-61
"99","CCL5",1.81716315830044e-64,-0.844134919786211,0.807,0.974,2.96106736645057e-60
"100","CD3G",2.36921771594834e-64,-1.0379460713971,0.46,0.786,3.86064026813782e-60
"101","EVL",8.9494316530049e-64,-0.989111842580703,0.379,0.736,1.45830988785715e-59
"102","DDX21",3.38857832799541e-63,0.908618688844784,0.882,0.702,5.52168838546851e-59
"103","SNX9",5.05056571386236e-63,-0.999890749576915,0.546,0.862,8.22989683073871e-59
"104","HMGA1",6.36171584181276e-63,1.20696687160967,0.518,0.139,1.03664159642339e-58
"105","CD82",7.86343329819796e-63,-0.917755877594183,0.733,0.949,1.28134645594136e-58
"106","YBX1",4.03287068403126e-62,0.78080710332552,0.956,0.919,6.57156277962893e-58
"107","NKG7",1.02774491843318e-61,-0.972906548901249,0.79,0.95,1.67471034458687e-57
"108","MYC",2.68702007902784e-61,2.0004943715052,0.63,0.271,4.37849921877587e-57
"109","PRF1",6.74209205870201e-61,-0.940720825215172,0.552,0.9,1.09862390096549e-56
"110","CLIC1",8.29868964281679e-61,-0.687260442733494,0.871,0.96,1.352271477297e-56
"111","NCL",4.18788260610937e-60,0.899662234123042,0.946,0.865,6.82415470665521e-56
"112","RPS2",6.8435769544566e-60,0.722990569082138,0.986,0.976,1.1151608647287e-55
"113","STK17B",7.16264909868391e-60,-0.905145901835458,0.566,0.851,1.16715367063054e-55
"114","ID2",7.55571960957652e-60,-0.859155041090756,0.5,0.84,1.23120451038049e-55
"115","CD69",3.02920164952024e-59,1.41532859536183,0.834,0.58,4.93608408789324e-55
"116","HNRNPDL",4.03247589425042e-59,0.76420692226989,0.925,0.794,6.57091946968106e-55
"117","GLDC",9.49367631059034e-59,-0.799870924517917,0.012,0.26,1.5469945548107e-54
"118","RBPJ",1.62209473752899e-58,-0.94474525446986,0.542,0.828,2.64320337480349e-54
"119","RPS7",3.70617610502301e-57,0.481789563396923,0.999,0.992,6.03921396313499e-53
"120","HLA-DRA",1.03245533819248e-56,-0.92238284584557,0.139,0.477,1.68238597358464e-52
"121","EEF2",1.27605007042656e-56,0.65746152552133,0.956,0.903,2.07932358976008e-52
"122","CTLA4",1.44327417481592e-56,-1.00828508390181,0.173,0.523,2.35181526786254e-52
"123","RPL36",2.02868304128365e-56,0.600302703554679,0.984,0.981,3.30573901577172e-52
"124","LMO4",2.51922677639914e-56,-0.976856624447833,0.098,0.406,4.1050800321424e-52
"125","MTRNR2L8",3.3467698531642e-56,-1.21000104219524,0.507,0.83,5.45356147573106e-52
"126","LAYN",1.01222327484188e-55,-0.79705221271691,0.015,0.26,1.64941782635484e-51
"127","XCL2",1.11597854573719e-54,2.7690769787763,0.573,0.239,1.81848704027875e-50
"128","RPL18",3.36626311558989e-54,0.441976839897387,0.997,0.999,5.48532574685373e-50
"129","ARL4C",3.96679900144191e-54,-0.945309475271044,0.162,0.505,6.4638989728496e-50
"130","NPM1",8.15709980512304e-54,0.816316032898738,0.979,0.971,1.3291994132448e-49
"131","GBP5",2.94085653526899e-53,-0.903828830564473,0.189,0.529,4.79212572422082e-49
"132","PDCD1",2.99254874430559e-53,-0.935134566402304,0.288,0.619,4.87635817884596e-49
"133","SLAMF7",3.96948302959207e-53,1.10337340987039,0.493,0.143,6.46827259672027e-49
"134","IL2RA",7.17165459577687e-53,-1.38869576285015,0.3,0.606,1.16862111638184e-48
"135","LMNA",1.36157520489221e-52,1.86202890337093,0.63,0.309,2.21868679637185e-48
"136","CD7",1.44098607844255e-52,-0.692554116931635,0.895,0.992,2.34808681482214e-48
"137","RPL29",1.89921498138203e-52,0.509394681692388,0.994,0.997,3.09477081216201e-48
"138","PDE3B",4.22286419239668e-52,-0.910348841099754,0.138,0.455,6.88115720151038e-48
"139","REL",8.71590014056313e-52,1.18308668800937,0.836,0.624,1.42025592790476e-47
"140","RPS15A",1.00676106129479e-51,0.440159409142076,0.999,1,1.64051714937986e-47
"141","MYO1G",4.28762496038322e-51,-0.988686636700475,0.25,0.579,6.98668487294446e-47
"142","RPL27A",5.84122552960684e-50,0.664126784676532,0.959,0.88,9.51827700049434e-46
"143","RPS9",7.4773164127731e-50,0.503644907449985,0.989,0.986,1.21842870946138e-45
"144","HOPX",1.30824701121484e-49,-1.20144387036803,0.292,0.599,2.13178850477458e-45
"145","RPS27",1.99526270457243e-49,0.426268445318756,1,1,3.25128057710077e-45
"146","SRGN",2.28748978489171e-49,-0.461780030763175,0.998,0.996,3.72746460448104e-45
"147","ACP5",2.6846105917987e-49,-0.818265689669566,0.028,0.264,4.37457295933597e-45
"148","CCR7",2.7361463527117e-49,1.39312952886431,0.29,0.015,4.45855048174372e-45
"149","MT-ND1",3.95522293816457e-49,0.686476707584766,0.979,0.968,6.44503577773917e-45
"150","ARPC2",8.19232913208853e-49,-0.576513903839201,0.921,0.972,1.33494003207383e-44
"151","EIF5A",8.19689109398842e-48,0.890021061580629,0.831,0.652,1.33568340376541e-43
"152","LINC01943",1.41324396935588e-47,-1.15299383692737,0.201,0.505,2.30288104806541e-43
"153","ANKRD28",1.51127346454515e-47,-0.85578619057681,0.203,0.53,2.46262011047632e-43
"154","CD28",2.71300820061467e-47,0.863749951120673,0.285,0.018,4.42084686290161e-43
"155","TNFSF14",2.76597854072698e-47,1.3573854235663,0.602,0.284,4.50716203211461e-43
"156","RPS15",7.13932039601233e-47,0.400499518947135,0.996,1,1.16335225853021e-42
"157","TAGAP",7.56622145282983e-47,1.04097636757704,0.564,0.224,1.23291578573862e-42
"158","CAPG",1.17087076127723e-46,-0.889215966165002,0.103,0.38,1.90793390550124e-42
"159","XCL1",1.89788365621846e-46,2.64344657770567,0.548,0.248,3.09260141780798e-42
"160","ENO1",2.40017985837716e-46,0.806509186111536,0.934,0.882,3.91109307922559e-42
"161","HLA-DPA1",4.20225314801209e-46,-0.745384708225576,0.361,0.688,6.84757150468571e-42
"162","IFI27L2",4.63274628186971e-46,-0.76528343446099,0.166,0.469,7.54906006630669e-42
"163","GEM",1.22717531187737e-45,-0.621724531980127,0.105,0.406,1.99968217070418e-41
"164","RPS24",1.92958386987427e-45,0.464904160379567,0.993,0.986,3.14425691596013e-41
"165","AFAP1L2",1.99337372989515e-45,-0.565837595542442,0.004,0.191,3.24820249286415e-41
"166","RPL37",3.13822940516494e-45,0.463093178473795,0.99,0.993,5.11374481571627e-41
"167","TNFSF4",3.53739401550397e-45,-0.824647557064342,0.015,0.221,5.76418354826371e-41
"168","PTPRC",3.99434443477704e-45,-0.613898519646142,0.914,0.969,6.50878425646919e-41
"169","RACK1",6.93054162259576e-45,0.480117399675628,0.988,0.989,1.12933175740198e-40
"170","LCP2",1.04540963796944e-44,-0.779281173381771,0.468,0.759,1.7034950050712e-40
"171","GZMK",1.1244795697139e-44,1.0848594363107,0.337,0.056,1.8323394588488e-40
"172","TRAF3IP3",1.20153767552976e-44,-0.758778428359324,0.058,0.303,1.95790564227574e-40
"173","RPL15",3.11926860630679e-44,0.411675309476881,0.999,0.994,5.08284819397691e-40
"174","ARSG",5.0556410571841e-44,-0.602950554216717,0.01,0.202,8.23816710268149e-40
"175","ITGA2",5.2110206119653e-44,-0.600485142091257,0.015,0.214,8.49135808719745e-40
"176","RPS4Y1",5.21286176570308e-44,1.22247911856027,0.276,0.021,8.49435824721318e-40
"177","GOLIM4",8.48994647915394e-44,-0.720058136288752,0.037,0.26,1.38343677877813e-39
"178","LCK",8.98286756796382e-44,-0.821933818243569,0.437,0.722,1.4637582701997e-39
"179","PLEK",9.12296671694459e-44,1.48372758690798,0.286,0.029,1.48658742652612e-39
"180","GZMA",4.26801531017073e-43,-1.16790938205278,0.22,0.52,6.95473094792321e-39
"181","GMFG",7.61305603388112e-43,-0.772498298788954,0.541,0.78,1.24054748072093e-38
"182","SPRY1",1.00624094674568e-42,-0.657916991130833,0.195,0.516,1.63966962272208e-38
"183","GPR183",7.17572570996308e-42,1.24018288277832,0.497,0.207,1.16928450443848e-37
"184","PPP1R2",1.07798801904188e-41,-0.771294530307145,0.616,0.855,1.75658147702875e-37
"185","RPL35",1.94352234201307e-41,0.492599598257157,0.994,0.979,3.1669696563103e-37
"186","CHRM3-AS2",2.22420905950477e-41,-0.568188505865691,0.013,0.197,3.62434866246302e-37
"187","RPL13A",2.25417276710277e-41,0.501239882069619,0.985,0.972,3.67317452399397e-37
"188","CD74",4.15426736586573e-41,-0.893736948155809,0.705,0.878,6.7693786726782e-37
"189","RPL23A",5.40457434951411e-41,0.423043500718405,0.994,0.989,8.80675390253324e-37
"190","CXCR3",6.33762050226561e-41,1.0636642232201,0.449,0.154,1.03271526084418e-36
"191","CMTM6",1.97458994943243e-40,-1.04698089346688,0.359,0.609,3.21759432260014e-36
"192","KLF10",2.67230147477892e-40,0.952147084889743,0.492,0.181,4.35451525315225e-36
"193","TUBA1B",2.95875414298305e-40,0.886416884361895,0.746,0.527,4.82128987599087e-36
"194","ANXA5",3.71414581245098e-40,-0.732065040337669,0.352,0.648,6.05220060138887e-36
"195","NAMPT",4.04925081841151e-40,-0.646442572332863,0.694,0.903,6.59825420860156e-36
"196","HSPA8",4.19368330051368e-40,0.739184046476676,0.967,0.932,6.83360693818704e-36
"197","RPL6",4.25217492458171e-40,0.437318871641187,0.998,0.997,6.9289190396059e-36
"198","HLA-DQA1",4.6931091655046e-40,-0.701125713036832,0.144,0.437,7.64742138518975e-36
"199","ADGRG1",5.66890319333831e-40,-0.854108448562098,0.042,0.255,9.23747775354478e-36
"200","RPL24",7.29695187099754e-40,0.410399025000239,0.995,0.992,1.18903830737905e-35
"201","SLC2A8",9.72700588030092e-40,-0.599234677011423,0.054,0.28,1.58501560819503e-35
"202","ZC3H12C",1.89720095031552e-39,-0.546931569953681,0.008,0.178,3.09148894853914e-35
"203","CD8A",3.90145017403496e-39,-0.647452629195903,0.689,0.908,6.35741305858996e-35
"204","RPL21",4.44649596816045e-39,0.435982711513868,0.994,0.989,7.24556518011745e-35
"205","CHN1",5.276614917558e-39,-0.794754794762446,0.042,0.255,8.59824400816075e-35
"206","GNG2",6.19121393123175e-39,-0.636880653059266,0.594,0.865,1.00885831009421e-34
"207","IFITM10",6.23684061351534e-39,-0.608196673280606,0.032,0.234,1.01629317797233e-34
"208","AC243960.1",7.67119418290672e-39,-0.821007257506783,0.113,0.364,1.25002109210465e-34
"209","RHOB",8.58535000567795e-39,-0.913848046156824,0.188,0.46,1.39898278342522e-34
"210","COTL1",9.46355670228208e-39,-0.675482143217727,0.57,0.814,1.54208656463686e-34
"211","MTSS1",1.5811447665009e-38,-0.728454556019468,0.05,0.268,2.57647539701321e-34
"212","AKAP13",2.33071083667645e-38,-0.670057621119625,0.658,0.873,3.79789330836428e-34
"213","CTSD",2.86063755133626e-38,-0.678941983287475,0.049,0.263,4.66140888990243e-34
"214","CBLB",3.05452380089575e-38,-0.677178577317171,0.707,0.879,4.97734653355963e-34
"215","S100A10",1.3001524390716e-37,1.04116582005865,0.902,0.791,2.11859839946717e-33
"216","ANXA1",1.56517073237967e-37,1.10012549422546,0.748,0.505,2.55044570841268e-33
"217","PRDX1",2.11831553180302e-37,0.826661479832873,0.88,0.787,3.45179515907303e-33
"218","MBP",2.70671692270331e-37,0.880143092404127,0.582,0.296,4.41059522554504e-33
"219","MT-CYB",3.98605924993929e-37,0.607411903029864,0.994,0.987,6.49528354777607e-33
"220","PLPP1",5.10209485997979e-37,-0.702817986911678,0.1,0.338,8.31386357433707e-33
"221","SOD1",1.04479706130066e-36,-0.733408451910281,0.842,0.943,1.70249681138943e-32
"222","PRDX5",1.58426644016546e-36,-0.712782866940076,0.469,0.715,2.58156216424962e-32
"223","GNPTAB",2.18641569460385e-36,-0.721412328745795,0.134,0.387,3.56276437435697e-32
"224","RPL36AL",2.68896518010843e-36,0.416729164749504,0.989,0.974,4.38166876098669e-32
"225","CD9",3.26348348201771e-36,-0.833852627927793,0.059,0.271,5.31784633394786e-32
"226","RAN",4.77467096191471e-36,0.539204030160046,0.961,0.939,7.78032633244001e-32
"227","ZEB2",8.32674767262008e-36,-0.697141796564958,0.427,0.719,1.35684353325344e-31
"228","RPL4",1.52033432821022e-35,0.515426593283814,0.974,0.933,2.47738478781856e-31
"229","RPL22L1",1.64599088295955e-35,0.808382480790677,0.679,0.444,2.68214214378259e-31
"230","FTL",2.11954269697264e-35,-0.626235290342883,0.901,0.964,3.45379482471691e-31
"231","ZFAS1",5.45477904763292e-35,0.825091363511665,0.776,0.54,8.88856245811785e-31
"232","NINJ1",1.01581006133594e-34,0.948142378956095,0.409,0.145,1.65526249494691e-30
"233","ARL6IP5",1.13662719169639e-34,-0.778199308214163,0.538,0.762,1.85213400886927e-30
"234","PDLIM4",1.34821721073893e-34,-0.605755265814935,0.004,0.149,2.19691994489908e-30
"235","MYL12A",1.44333823806279e-34,-0.746113808334429,0.678,0.836,2.35191965892331e-30
"236","GADD45B",1.55911390376726e-34,1.34473086300542,0.544,0.275,2.54057610618875e-30
"237","TOX",1.79581215427134e-34,-0.683104786676435,0.082,0.307,2.92627590538514e-30
"238","TIAM2",2.07220321366114e-34,-0.599891650359669,0.075,0.299,3.37665513666083e-30
"239","NFKB1",3.35913813924871e-34,0.895455265967856,0.526,0.253,5.47371559790578e-30
"240","NUTM2B-AS1",3.52716527232111e-34,-0.732886718694729,0.333,0.59,5.74751581124725e-30
"241","TPM4",5.72074613408143e-34,-0.731311561664036,0.228,0.499,9.32195582548569e-30
"242","SHC4",6.24906839502961e-34,-0.534859978613079,0.004,0.146,1.01828569497008e-29
"243","RPL38",6.8973241402103e-34,0.568041379454332,0.909,0.855,1.12391896864727e-29
"244","TCF7",8.73932330891789e-34,0.70391043242575,0.21,0.013,1.42407273318817e-29
"245","PSMB9",9.07130191044331e-34,-0.626272068352551,0.638,0.815,1.47816864630674e-29
"246","RAB11FIP1",1.18866778820342e-33,-0.799008169520464,0.133,0.377,1.93693416087747e-29
"247","CCL4L2",2.53813631581482e-33,-0.762599837995543,0.626,0.905,4.13589312662024e-29
"248","CD247",3.49747133825342e-33,-0.776851574823121,0.379,0.613,5.69912954568395e-29
"249","HLA-DRB5",5.60843546223452e-33,-0.488676021088773,0.242,0.533,9.13894558571115e-29
"250","HLA-DMA",6.23278433183828e-33,-0.721113419616334,0.148,0.392,1.01563220687305e-28
"251","TNFSF8",8.11639840257359e-33,1.12352111773126,0.209,0.015,1.32256711969937e-28
"252","SLC27A2",1.03213340531384e-32,-0.727970433942184,0.314,0.577,1.6818613839589e-28
"253","ARHGAP30",1.38032187567704e-32,-0.714422088975806,0.166,0.406,2.24923449641573e-28
"254","YBX3",1.56013020994354e-32,0.747390874701205,0.3,0.068,2.542232177103e-28
"255","MT-ND2",2.19322056462271e-32,0.711217626087993,0.933,0.864,3.57385291005271e-28
"256","TNFSF10",2.45375827894962e-32,-0.780836241641672,0.201,0.458,3.9983991155484e-28
"257","TUBA1C",2.9821460765684e-32,0.813832925917851,0.536,0.287,4.85940703176821e-28
"258","PPIA",6.00862962150695e-32,0.428837863432125,0.988,0.976,9.79106196824557e-28
"259","NOP16",6.14085409780079e-32,0.706649330502006,0.645,0.399,1.00065217523664e-27
"260","C1QBP",9.30500492419534e-32,0.752988862835185,0.729,0.554,1.51625055239763e-27
"261","FAU",1.14000577685292e-31,0.308847144722607,0.997,0.999,1.85763941338183e-27
"262","CD70",1.37979745075583e-31,-0.857456263128769,0.125,0.357,2.24837994600663e-27
"263","AC020571.1",1.54903752461867e-31,-0.570729632632408,0.1,0.324,2.52415664636612e-27
"264","AC243829.4",1.64843777888673e-31,-0.609781485144368,0.045,0.231,2.68612936069593e-27
"265","LINC01480",1.6992124767549e-31,-0.79068103384511,0.014,0.161,2.7688667308721e-27
"266","MT-CO3",2.07602409165742e-31,0.544932865312655,0.994,0.987,3.38288125735576e-27
"267","SEM1",2.58351521434064e-31,-0.607670021910521,0.637,0.812,4.20983804176807e-27
"268","NACA",2.69239611091943e-31,0.373216352903416,0.992,0.99,4.3872594627432e-27
"269","MMD",2.85555052621691e-31,-0.528263239203417,0.047,0.229,4.65311958247045e-27
"270","CYCS",3.92539232759012e-31,0.657939502653107,0.816,0.691,6.3964267978081e-27
"271","HSPD1",4.09695079901103e-31,0.761446019557341,0.661,0.441,6.67598132698848e-27
"272","NSD3",4.28961377487649e-31,-0.666216960885493,0.467,0.712,6.98992564616125e-27
"273","RPL26",4.73527053298453e-31,0.423625446768154,0.971,0.965,7.71612333349829e-27
"274","ZC3H12A",5.01204116900482e-31,0.882641240989403,0.394,0.147,8.16712108489335e-27
"275","ARHGAP9",6.34431351520286e-31,-0.595392929589912,0.283,0.555,1.03380588730231e-26
"276","SOX4",6.82352828203676e-31,-0.627339797597962,0.015,0.163,1.11189393355789e-26
"277","ACTB",6.97303221525916e-31,-0.645485367310529,0.969,0.987,1.13625559947648e-26
"278","FTH1",8.50901292475494e-31,1.0995131425187,0.971,0.965,1.38654365608882e-26
"279","NELL2",1.24570389356168e-30,-0.668422781297745,0.238,0.488,2.02987449455877e-26
"280","SIT1",1.47451567207983e-30,-0.5645858128929,0.044,0.221,2.40272328765408e-26
"281","ASXL2",2.006594260077e-30,-0.64711356317805,0.181,0.42,3.26974534679547e-26
"282","LYAR",2.02549360469104e-30,0.666981949088066,0.521,0.252,3.30054182884405e-26
"283","CFL1",2.03975033845859e-30,-0.443527300445474,0.934,0.964,3.32377317651828e-26
"284","ETV7",3.28799844191632e-30,-0.608740865617012,0.039,0.209,5.35779346110264e-26
"285","AGFG1",3.44417860313125e-30,-0.547217460315234,0.073,0.268,5.61228903380237e-26
"286","CD226",3.70076599953595e-30,-0.632862794025665,0.305,0.569,6.03039819624382e-26
"287","STAT3",9.70757215266759e-30,-0.561709923814524,0.727,0.872,1.58184888227718e-25
"288","LINC02446",9.7882932290304e-30,-0.939734322921607,0.239,0.485,1.5950023816705e-25
"289","BIRC3",1.08245650434079e-29,1.00361468801327,0.8,0.665,1.76386287382332e-25
"290","CYSTM1",1.11333868163071e-29,0.627378450654037,0.425,0.167,1.81418538171724e-25
"291","RHBDD2",1.48370022679752e-29,-0.686021201882851,0.343,0.579,2.41768951956656e-25
"292","KIR2DL4",1.70587102405439e-29,-0.624926057522397,0.016,0.161,2.77971683369664e-25
"293","PTGER2",2.02551779160063e-29,0.792798172990625,0.193,0.015,3.30058124141323e-25
"294","PCED1B",2.10857166528855e-29,-0.634409408380045,0.237,0.481,3.43591752858769e-25
"295","PSMB8",2.66665932351244e-29,-0.566621690819624,0.601,0.79,4.34532136766351e-25
"296","PPA1",2.95489780059618e-29,0.775284850368065,0.603,0.376,4.81500596607147e-25
"297","CXCR6",2.98231559795002e-29,-0.611607862208336,0.127,0.362,4.85968326685956e-25
"298","ZFP36L1",2.9970500587381e-29,-0.45816721120407,0.835,0.969,4.88369307071373e-25
"299","TRAT1",3.0326044763182e-29,1.02423043286769,0.363,0.142,4.9416289941605e-25
"300","MSC",3.59468560937365e-29,-0.707801007105655,0.096,0.305,5.85754020047436e-25
"301","NDUFA12",3.68633997833443e-29,-0.587744421003674,0.478,0.691,6.00689099469595e-25
"302","FBL",4.08018537346593e-29,0.65278817997604,0.651,0.414,6.64866206606274e-25
"303","GCNT1",6.72719612456644e-29,-0.656958983730281,0.117,0.328,1.0961966084981e-24
"304","SRSF2",6.79499956450766e-29,0.643419941588414,0.791,0.609,1.10724517903652e-24
"305","TPT1",9.46393251074016e-29,0.337436081049608,0.999,0.999,1.54214780262511e-24
"306","MT-ND3",9.95871338243115e-29,0.486977619271037,0.98,0.964,1.62277234566716e-24
"307","MPG",1.5948293287159e-28,-0.606625214288793,0.175,0.405,2.59877439114256e-24
"308","BACH2",1.80549337558119e-28,0.771506698798974,0.454,0.204,2.94205145550955e-24
"309","EDARADD",1.99899770885169e-28,-0.542020498182614,0.085,0.285,3.25736676657383e-24
"310","GPRIN3",2.54962469289526e-28,-0.642839291922493,0.241,0.487,4.15461343707282e-24
"311","TNFRSF1B",3.73680152765858e-28,-0.600398732105647,0.616,0.811,6.08911808931966e-24
"312","CCT2",4.10279287500473e-28,0.580595686456985,0.79,0.654,6.68550098982021e-24
"313","CARD16",5.16582235350905e-28,-0.59411587974409,0.112,0.321,8.41770752504299e-24
"314","RPL37A",5.74464734170398e-28,0.378203297189695,0.978,0.969,9.36090284330663e-24
"315","LIMD2",6.72485424128429e-28,-0.662753602321036,0.546,0.741,1.09581499861727e-23
"316","MUC20-OT1",9.66296872848072e-28,-0.618845781717668,0.135,0.346,1.57458075430593e-23
"317","SYPL1",1.0057800425643e-27,0.609382829581851,0.357,0.124,1.63891857935853e-23
"318","PRDM1",1.48514397961072e-27,-0.605781097752929,0.182,0.417,2.42004211477567e-23
"319","VDR",1.8867856041126e-27,-0.481883363371077,0.031,0.184,3.07451714190149e-23
"320","AMD1",3.47288742722169e-27,0.675870490510256,0.609,0.381,5.65907006265774e-23
"321","HSPE1",6.59853154576981e-27,0.677352980312269,0.762,0.618,1.07523071538319e-22
"322","MAT2A",8.84796602040204e-27,0.740892967306975,0.703,0.542,1.44177606302451e-22
"323","LTB",9.78378170561516e-27,0.861167172457911,0.212,0.032,1.59426722892999e-22
"324","IKZF3",1.64238169101982e-26,-0.722069945226298,0.496,0.697,2.6762609655168e-22
"325","CCNI",1.7757817370554e-26,-0.431140036593038,0.859,0.94,2.89363634053178e-22
"326","PAICS",2.21939946806083e-26,0.64990036835377,0.451,0.204,3.61651143320513e-22
"327","RPL10A",3.70236027455516e-26,0.448673286210533,0.967,0.953,6.03299606738763e-22
"328","NOLC1",6.73479241497168e-26,0.70300480365191,0.612,0.395,1.09743442401964e-21
"329","DBI",8.29051052058048e-26,-0.546813494427283,0.611,0.772,1.35093868932859e-21
"330","RPL22",1.03250946242372e-25,0.428697240707308,0.969,0.939,1.68247416901945e-21
"331","IFI16",2.20225995167434e-25,-0.552005820211039,0.611,0.779,3.58858259125335e-21
"332","TADA3",2.2596499125746e-25,-0.583627519744679,0.164,0.374,3.68209953254031e-21
"333","AC090152.1",2.35489347390643e-25,-0.448055716221359,0.062,0.236,3.83729891573054e-21
"334","MCUB",2.97740063511692e-25,0.65745250384664,0.346,0.134,4.85167433492302e-21
"335","LYST",6.65412189615012e-25,-0.496702825305392,0.619,0.818,1.08428916297766e-20
"336","MYL6B",8.01602231870035e-25,-0.415883666593964,0.039,0.188,1.30621083683222e-20
"337","DOCK8",9.48588525325403e-25,-0.599302374459827,0.213,0.428,1.54572500201774e-20
"338","NFKBIA",1.05107378282774e-24,0.9914542388809,0.838,0.72,1.7127247291178e-20
"339","PTPN22",1.22647303911563e-24,-0.546868622770399,0.525,0.73,1.99853781723891e-20
"340","BTF3",1.25713931112112e-24,0.342685461687313,0.976,0.967,2.04850850747187e-20
